#,Name,Icon,Image,Section,Description,Common Locations 1,Common Locations 2,Fuse Attack Power,Hearts Recovered,Unique Cooking Effects,Properties (Strength),Properties (Effect),Recoverable Materials 1,Recoverable Materials 2,Recoverable Materials 3,Recoverable Materials 4,Recoverable Materials 5,Recoverable Materials 6,Recoverable Materials 7,Recoverable Materials 8,Recoverable Materials 9,Recoverable Materials 10,Recoverable Materials 11,Recoverable Materials 12,Enemy Sensor Target 1,Enemy Sensor Target 2,Quest Required To Purchase,Name (Japanese),Description (Japanese),SpecialDeal,ActorName
264,Electric Keese Eyeball,,,Materials,"Electric Keese eyeballs are imbued with
electric power and are useful in making
elixirs. Attach one to an arrow to grant a
homing quality to the arrow.",Gerudo Desert,Gerudo Desert Depths,6,No restorative effect,Effect Duration +01:20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Electric Keese,-,Filling Out the Compendium,エレキースの目玉,"エレキースの電気を蓄えた目玉
薬の材料に使えるのはもちろんの事
矢に付ければ 目標に自分から向かう矢となる",,Item_Enemy_118
265,Like Like Stone,,,Materials,"A strange round stone from a Like Like,
made of crystallized inner fluids. It's a good
ingredient for elixirs.",Hyrule Field,Eldin Mountains,4,No restorative effect,Effect Duration +01:20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Rock Like,Like Like,Filling Out the Compendium,ライクライクの胃石,"ライクライクの中から出てきた奇妙な丸石
体液が 結晶化してできた石で 
その成分は 薬の材料になる事が知られている",,Item_Enemy_181
266,Fire Like Stone,,,Materials,"A stomach stone that persists even at high
temperatures. It retains heat even outside the
body of the creature that contained it, which
makes it a useful elixir ingredient.",Eldin Mountains,Eldin Mountains Depths,12,No restorative effect,Effect Duration +01:20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Fire Like,-,Filling Out the Compendium,ファイアライクの胃石,"長くその高温の体内で 温められ続けた石
体外に取り出した後も 常に熱を帯びており
その効能は 薬の材料としても重宝する",,Item_Enemy_182
267,Ice Like Stone,,,Materials,"A stomach stone kept cold inside a very low-
temperature body. It stays cold, even outside
the body of the creature that contained it.
Cook it with a critter to make an elixir.",Mount Lanayru,Gerudo Highlands,12,No restorative effect,Effect Duration +01:20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ice Like,-,Filling Out the Compendium,アイスライクの胃石,"非常に低温の体内で冷やされ続けた石
体外に取り出した後も 氷のように冷たい
虫と煮込んで 薬の材料にする事ができる",,Item_Enemy_184
268,Shock Like Stone,,,Materials,"A stomach stone exposed to high voltage
inside the body of a Shock Like. It maintains
some charge even outside the creature. Cook
it with a critter to make an elixir.",Hyrule Field,East Necluda,12,No restorative effect,Effect Duration +01:20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Shock Like,-,Filling Out the Compendium,エレキライクの胃石,"エレキライクの体内で高電圧に晒され続けた石
体外に取り出した後も わずかに帯電している
虫と煮込むと 薬の材料としても使う事ができる",,Item_Enemy_183
269,Aerocuda Eyeball,,,Materials,"This eyeball is constantly trying to focus on its
targets. Cook it with a critter to make an
elixir, or attach it to an arrow to grant a
homing quality to the arrow.",Greater Hyrule,-,4,No restorative effect,Effect Duration +01:20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Aerocuda,-,Filling Out the Compendium,カックーダの目玉,"動くものを常に視界の中心にとらえる目玉
虫と煮込むと 薬の材料として使えるほか
矢に付けて命中率を上げる効果も得られる",,Item_Enemy_66
270,Gibdo Bone,,,Materials,"A creepy bone with multiple sharp tips. Attach
it to a weapon to greatly increase its attack
power. It tends to break easily due to its odd
shape.",Gerudo Desert,Gerudo Desert Depths,40,No restorative effect,Effect Duration +00:40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Moth Gibdo,Gibdo,Filling Out the Compendium,ギブドの骨,"鋭い突起が複数ある 不気味な骨
武器に付けると攻撃力がかなり上がるが
不安定な形状のため すぐ壊れてしまう",,Item_Enemy_69
271,Bokoblin Horn,,,Materials,"A sharp horn with multiple barbs. Attach it to
a weapon to increase its attack power, or
cook it with a critter to make an elixir.",Hyrule Field,Central Hyrule Depths,4,No restorative effect,Effect Duration +00:40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Stalkoblin,Bokoblin,Filling Out the Compendium,ボコブリンの角,"鋭利な突起が複数ある角 
武器に付けると攻撃力が上がる
また 虫と煮込んで薬の材料にもできる",,Item_Enemy_77
272,Blue Bokoblin Horn,,,Materials,"A two-pronged horn with sharp edges and
tips. Attach it to a weapon to moderately
increase its attack power, or brew it into an
elixir.",Hyrule Field,Eldin Canyon,7,No restorative effect,Effect Duration +00:40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Blue Bokoblin,-,Filling Out the Compendium,青ボコブリンの角,"外側が鋭利な二又の角 武器に付けると 
二つの先端を同時に突き刺す形となるため
攻撃力がそこそこ上がる また 薬の材料にもなる",,Item_Enemy_78
273,Black Bokoblin Horn,,,Materials,"A vicious, three-pronged horn. Attach it to a
weapon to greatly increase its attack power,
or cook it with a critter to make an elixir.",Gerudo Desert,Hyrule Ridge Depths,17,No restorative effect,Effect Duration +00:40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Black Bokoblin,-,Filling Out the Compendium,黒ボコブリンの角,"先端が三又状になった角 武器に付けて振るうと
複数の刃で斬る形になり 攻撃力がかなり上がる 
また 煎じて虫と煮込む事で 薬の材料にもなる",,Item_Enemy_79
274,Silver Bokoblin Horn,,,Materials,"A large, blade-like horn with a unique flourish
on the tip. It's sharper than it looks. Attach it
to a weapon to vastly increase attack power,
or cook it with a critter to make an elixir.",Unknown,-,31,No restorative effect,Effect Duration +00:40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Silver Bokoblin,-,Filling Out the Compendium,白銀ボコブリンの角,"先端にユニークな装飾が付いた 大きな刃物状の角
見た目と裏腹に鋭く 武器に付けると攻撃力が
すごく上がる 虫と煮込めば薬の材料にもなる",,Item_Enemy_80
275,Boss Bokoblin Horn,,,Materials,"The band on this sword-shaped horn shows
that it belonged to a leader. Attach it to a
weapon to increase its attack power, or cook
it with a critter to make an elixir.",Hyrule Field,Hyrule Ridge,10,No restorative effect,Effect Duration +00:40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Boss Bokoblin,-,Filling Out the Compendium,ボスボコブリンの角,"群れのリーダーの証である帯が巻かれた 剣状の角
武器に付けて攻撃力を上げる事ができるほか
虫と煮込んで 薬の材料にする事もできる",,Item_Enemy_64
276,Blue Boss Bokoblin Horn,,,Materials,"An axe-shaped horn with a band to identify it
as belonging to a leader. Attach it to a
weapon to moderately increase attack power,
or cook it with a critter to make an elixir.",Hyrule Field,Lanayru Great Spring,16,No restorative effect,Effect Duration +00:40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Blue Boss Bokoblin,-,Filling Out the Compendium,青ボスボコブリンの角,"リーダーを示す帯が巻かれた 斧状の角
武器に付けると攻撃力がそこそこ上がる
また 虫と煮込めば薬を作る事もできる",,Item_Enemy_132
277,Black Boss Bokoblin Horn,,,Materials,"A double-edged, axe-shaped horn with two
leader bands. Attach it to a weapon to greatly
increase attack power, or cook it with a
critter to make an elixir.",Hyrule Field,East Necluda,27,No restorative effect,Effect Duration +00:40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Black Boss Bokoblin,-,Filling Out the Compendium,黒ボスボコブリンの角,"リーダーの証の帯を2本もつ 両刃の斧状の角 
武器に付ければ攻撃力がかなり上がる
また 虫と煮込んで薬の材料にする事もできる",,Item_Enemy_133
278,Silver Boss Bokoblin Horn,,,Materials,"A circular, serrated horn. The neatly tied strap
contains arcane power. Attach it to a weapon
to vastly increase attack power, or cook it
with a critter to make an elixir.",Unknown,-,37,No restorative effect,Effect Duration +00:40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Silver Boss Bokoblin,-,Filling Out the Compendium,白銀ボスボコブリンの角,"側面が鋭利な環状の角 丁寧に結ばれた帯は
魔力が宿っており 武器に付けると攻撃力が　
すごく上がる  虫と煮込めば薬の材料にもなる",,Item_Enemy_134
279,Moblin Horn,,,Materials,"A hard horn that resulted from a skull
mutation. Attach it to a weapon to increase
its attack power, or cook it with a critter to
make an elixir.",Hyrule Field,Central Hyrule Depths,6,No restorative effect,Effect Duration +00:40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Stalmoblin,Moblin,Filling Out the Compendium,モリブリンの角,"頭部の骨が変形してできた 硬い角
武器に付けると攻撃力が上がる
また 虫と煮込む事で薬の材料にもなる",,Item_Enemy_89
280,Blue Moblin Horn,,,Materials,"A large, curved horn with two extremely hard
tips. Attach it to a weapon to moderately
increase its attack power, or cook it with a
critter to make an elixir.",Hyrule Field,Eldin Canyon,13,No restorative effect,Effect Duration +00:40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Blue Moblin,-,Filling Out the Compendium,青モリブリンの角,"左右に大きく分かれ湾曲した角 先端が最も硬く
武器に付けると攻撃力がそこそこ上がる
煎じて虫と煮込めば 薬の材料にもなる",,Item_Enemy_90
281,Black Moblin Horn,,,Materials,"A hefty horn with multiple tough barbs. 
Attach it to a weapon to greatly increase its
attack power, or cook it with a critter to make
an elixir.",Gerudo Highlands,Deep Akkala,24,No restorative effect,Effect Duration +00:40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Black Moblin,-,Filling Out the Compendium,黒モリブリンの角,"岩のように硬い突起が複数生えた角
重量があり 武器に付けると攻撃力がかなり上がる
煎じて虫と煮込めば 薬の材料としても使える",,Item_Enemy_91
282,Silver Moblin Horn,,,Materials,"A nasty-looking, rock-hard horn. Attach it to
a weapon to vastly increase its attack power,
or cook it with a critter to make an elixir.",Unknown,-,33,No restorative effect,Effect Duration +00:40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Silver Moblin,-,Filling Out the Compendium,白銀モリブリンの角,"らせん状にねじれた禍々しい角 岩以上の
硬さを誇り 武器に付けると攻撃力がすごく上がる
虫と一緒に煮込んで 薬の材料とする事もできる",,Item_Enemy_92
283,Lizalfos Horn,,,Materials,"A thin, sharp, knife-like horn. Attach it to a
weapon to increase its attack power, or cook
it with a critter to brew an elixir.",Lanayru Wetlands,Lanayru Great Spring,8,No restorative effect,Effect Duration +00:40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Stalizalfos,Lizalfos,Filling Out the Compendium,リザルフォスの角,"薄く研ぎ澄まされたナイフ状の角
武器に付けると攻撃力を上げる事ができる
また 虫と煮込めば 薬の材料にもなる",,Item_Enemy_106
284,Blue Lizalfos Horn,,,Materials,"A very long, sword-like horn. Attach it to a
weapon to moderately increase its attack
power, or cook it with a critter to brew an
elixir.",Mount Lanayru,Akkala Highlands Depths,16,No restorative effect,Effect Duration +00:40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Blue Lizalfos,-,Filling Out the Compendium,青リザルフォスの角,"天を突くように長く伸びた刀状の角
武器に付けると攻撃力がそこそこ上がる
また 虫と煮込んで 薬の材料にする事もできる",,Item_Enemy_107
285,Black Lizalfos Horn,,,Materials,"A blade-like, serrated horn. Attach it to a
weapon to greatly increase its attack power,
or cook it with a critter to brew an elixir.",Gerudo Desert,East Necluda,26,No restorative effect,Effect Duration +00:40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Black Lizalfos,-,Filling Out the Compendium,黒リザルフォスの角,"複数の切れ込みが入った刃物状の角
武器に付けると攻撃力がかなり上がる
また 薬の材料として使う事もできる",,Item_Enemy_108
286,Fire-Breath Lizalfos Horn,,,Materials,"A horn that glows red with the power of fire.
Cook it with a critter to make an elixir. The
right combination could draw out the blazing
power contained within.",Eldin Canyon,Gerudo Highlands,15,No restorative effect,Effect Duration +00:40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Fire-Breath Lizalfos,-,Filling Out the Compendium,火吹きリザルフォスの角,"炎の力を蓄え 赤熱した角
虫と煮込むと 薬の材料になり 工夫次第で
蓄えた炎の力を引き出す事も可能",,Item_Enemy_58
287,Ice-Breath Lizalfos Horn,,,Materials,"The freezing power embedded in this horn's
crystal tip can be used to your advantage if
you know how. Otherwise, cook it with a
critter to make an elixir.",Hebra Mountains,Gerudo Highlands,15,No restorative effect,Effect Duration +00:40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ice-Breath Lizalfos,-,Filling Out the Compendium,雹吐きリザルフォスの角,"先端の結晶に凍てつく冷気の力を蓄えた角
虫と煮込むと 薬の材料になり
使い方次第で その冷気を利用する事もできる",,Item_Enemy_59
288,Electric Lizalfos Horn,,,Materials,"A horn charged with as much electricity as a
bolt of lightning. Cook it with a critter to
make an elixir. It will discharge electricity
when stimulated.",Gerudo Desert,Faron,15,No restorative effect,Effect Duration +00:40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Electric Lizalfos,-,Filling Out the Compendium,シビレリザルフォスの角,"ほとばしる稲妻に匹敵する電気を蓄積した角
虫と煮込めば 薬の材料として使えるほか
刺激を与えると放電する性質も利用価値がある",,Item_Enemy_60
289,Silver Lizalfos Horn,,,Materials,"A sickle-shaped horn that looks like it could
slice anything it touches. Attach it to a
weapon to vastly increase its attack power, or
cook it with a critter to make an elixir.",Unknown,-,34,No restorative effect,Effect Duration +00:40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Silver Lizalfos,-,Filling Out the Compendium,白銀リザルフォスの角,"触れるだけで何でも切り裂けそうな鎌状の角
武器に付けると 攻撃力がすごく上がる
また 虫と煮込む事で 薬の材料にもなる",,Item_Enemy_109
290,Horriblin Horn,,,Materials,"An elongated hammer-shaped horn with a
hard, flat front. Attach to a weapon to
increase attack power, or cook it with a critter
to make an elixir.",Hyrule Caves,Eldin Canyon Depths,5,No restorative effect,Effect Duration +00:40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Horriblin,-,Filling Out the Compendium,ホラブリンの角,"前後に伸びたハンマー状の角 前面が最も硬く
武器に付けると攻撃力が上がる
虫と一緒に煮込めば 薬の材料にする事もできる",,Item_Enemy_100
291,Blue Horriblin Horn,,,Materials,"A hammer-shaped horn with spiky bumps.
Attach it to a weapon to moderately increase
its attack power, or cook it with a critter to
make an elixir.",Death Mountain,Death Mountain Depths,11,No restorative effect,Effect Duration +00:40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Blue Horriblin,-,Filling Out the Compendium,青ホラブリンの角,"成長してトゲが生えたハンマー状の角
武器に付けると攻撃力がそこそこ上がる
また 虫と煮込めば 薬の材料にもなる",,Item_Enemy_101
